ip_address,domain,malware_hash,threat_type,description,label
194.103.165.152,,,ransomware,not sure,0
,7l93sa5tswb4tstvy.cc,19a162227fd558839a49c5f29b41a343,command_and_control,Ransomware dropper detected in email attachment,1
,,,phishing,,0
,,,phishing,test,0
,t2ethgr2beilcd1lui09.org,,other,,0
,,,phishing,,0
124.106.128.156,0np901mgeb2pyt7.cc,b55374ac4ab9613139b2a45261561def,ransomware,Botnet command-and-control beacon every 60 seconds,1
9.152.183.197,1r97swm0ohqgvde.xyz,,denial_of_service,Botnet command-and-control beacon every 60 seconds,1
,,66451234db1c9a7b1d863698dc4c9b10574c7714612a6a4a28fd4545c4891396,malware,,0
,2w6jaoki7rpz.ru,,brute_force,Ransomware dropper detected in email attachment,1
,ni8hdorumpvbg.tk,ecb9810f8719e4c60b425a7a7b8d021d,command_and_control,Ransomware dropper detected in email attachment,1
,,,phishing,Malicious macro in Office document,1
5.61.88.219,,,denial_of_service,Domain hosting exploit kit distributing malware,1
32.3.128.46,ik54vhmqgp2qxy7s2.top,2333f963162ba856ecd6abca711a3a8d,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
68.210.121.195,u9jcr.tk,cda6aceef6a9e984adfd778f6804fd57,malware,Brute force SSH attempts from this IP,1
26.180.75.224,,,brute_force,Drive-by download serving banking trojan,1
2.54.12.131,amk0uww2p10kib.tk,1200c0282b7944a13b3a28de7529666e1eceb00c4e9b4a747b580a84e71679b0,brute_force,Botnet command-and-control beacon every 60 seconds,1
,,,ransomware,unknown,0
,,4dba677a91d7c4c4f94b58dbcc83900f,phishing,Data exfiltration via DNS tunnelling detected,1
,,,denial_of_service,123,0
,,,malware,asdf,0
50.9.18.229,i5t4inmt7u.cc,1a7aedd42b303805ba7addc4bcef8ec3,malware,Malicious macro in Office document,1
17.69.14.67,,4f442c9c4d677d72cd34d55d13d3c7971bdd56fb9e17ab7bc5070fe5f06354ea,command_and_control,Phishing email targeting employees with fake login page,1
216.146.39.84,pc5z5.ru,,ransomware,Data exfiltration via DNS tunnelling detected,1
,,,other,,0
,,,other,,0
120.242.144.250,,2140804804bc5e8cc7d1b6df8b95d7fab3e9eef8f5afd7074f3f3b718732e2f0,brute_force,Data exfiltration via DNS tunnelling detected,1
,,b22b35e1bc5d9972c29d9389e3e7419381a77571a6b00b6eed4ccee696edcb8e,data_exfiltration,hello world,0
,,,denial_of_service,Ransomware dropper detected in email attachment,1
,stojyt6qibw245igzlrg.org,,data_exfiltration,,0
,vw5d.tk,4eaf4eb93e5aef80b185dbc169bf7a1174e4e65957fda035e4e1eacd24491114,phishing,,1
224.209.93.31,lcg7bc067w17uvocsv54.net,,ransomware,,0
,,,other,unknown,0
,e27jdk268yx902psfllg.ru,1b9697bd1c1b867d9bf882679e375a2d,other,Ransomware dropper detected in email attachment,1
198.187.213.204,,,phishing,Brute force SSH attempts from this IP,1
,ecrg2ybaackexmbs2r3.tk,3ba79920f5857dcc41b208d9d037cf706c42cceac63269580cae7f834be17ddd,phishing,Brute force SSH attempts from this IP,1
,,,brute_force,,0
,,650fd933e6277073c823714635cb1a39,phishing,Ransomware dropper detected in email attachment,1
,,,command_and_control,Phishing email targeting employees with fake login page,1
240.29.254.152,,,brute_force,not sure,0
175.131.89.33,,95b2184f6f8b891692ac66f6d1a96124,malware,Phishing email targeting employees with fake login page,1
181.149.146.107,,,command_and_control,Phishing email targeting employees with fake login page,1
89.178.11.222,,,ransomware,Domain hosting exploit kit distributing malware,1
,,25e7add0bbd601333d95d3e4d74094f1,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
111.77.12.208,,9e9f9ac209eb72ceaabeed896a50a19a,ransomware,,1
249.175.162.189,,,malware,,0
121.81.131.111,b8wbyhsoz.edu,,malware,not sure,0
33.217.121.151,,1fe531175ec3b1b9ada1193b60e276fe,phishing,Malicious macro in Office document,1
,,,malware,hello world,0
120.226.86.120,,,ransomware,,0
229.228.38.148,s14gjo4ipcbjtpt.buzz,,data_exfiltration,Domain hosting exploit kit distributing malware,1
164.224.241.182,,1ee6ad73d831af27a40521de915cbe682a387656350efbc8152eec24087d87a0,command_and_control,Data exfiltration via DNS tunnelling detected,1
16.47.236.183,,,other,,0
171.93.206.109,vj99pk0xp2os9.ru,,brute_force,Ransomware dropper detected in email attachment,1
98.72.96.182,,,denial_of_service,Brute force SSH attempts from this IP,1
,,,ransomware,,0
52.21.211.52,,,ransomware,,0
,lb16aq2212.edu,,data_exfiltration,123,0
9.80.16.88,,,phishing,,0
,,5aaec19e449a38452d3c39fbeec50f2f04e0940eba7899f286bf34cfd951d2fd,denial_of_service,ignore this,0
220.134.129.161,5uci7x3dl.ru,,data_exfiltration,Data exfiltration via DNS tunnelling detected,1
246.120.183.36,,,command_and_control,Data exfiltration via DNS tunnelling detected,1
,wbsdh.cc,,denial_of_service,Domain hosting exploit kit distributing malware,1
,7tbvdv6z2o9s.ru,,command_and_control,Phishing email targeting employees with fake login page,1
151.206.62.135,,7818d117ad31e62afdf673a419395bca,command_and_control,Botnet command-and-control beacon every 60 seconds,1
163.152.88.174,,62f5f4ece628431da021781dc9de0f8747426261b7ca410c5ce25fde045912a2,brute_force,,0
,,,command_and_control,,0
,,,denial_of_service,just checking,0
144.24.94.129,vpj8.top,fa924ef6f9d51f93202a3ca66fc8dff19a896c20a04ee9a66beb6d1ec9e93a20,data_exfiltration,Ransomware dropper detected in email attachment,1
,,,data_exfiltration,,0
,,2c2c4ecf40471be7e12af502f6e7e47ecd50a8164bffb74e2ff86ef6ddab4952,phishing,Domain hosting exploit kit distributing malware,1
65.141.209.20,qhv3476bw6tgip.buzz,e16d0b6ca57a3a522c25fb09f92e4c61,malware,Brute force SSH attempts from this IP,1
,,c2ba62880f9b68e50eba5234b23f1d16,malware,Domain hosting exploit kit distributing malware,1
176.20.2.223,xzcrgrr2l2ta77el.buzz,30176861bcb44bc9d57294df36479544,malware,Suspicious outbound traffic to known C2 server,1
,,,denial_of_service,,0
,,,denial_of_service,hello world,0
,ge8i.gov,,other,,0
,,,malware,,0
246.76.96.41,,,data_exfiltration,,1
230.197.17.62,udvdtyqrs9.xyz,b029a2d6455e4f0bd197da20c0fe88ccf94026984303c2b2e4372f93927db39b,brute_force,Phishing email targeting employees with fake login page,1
231.123.140.63,611qmeao.cn,,command_and_control,Drive-by download serving banking trojan,1
,,75b0229416f1115411a553defe719be5,other,,0
36.172.180.159,5gfslbx0.buzz,7c5f6293e139ad218244adef1bd19a755517b25c48d585188b6e41e0317a40d0,phishing,Drive-by download serving banking trojan,1
139.139.220.153,,,denial_of_service,Data exfiltration via DNS tunnelling detected,1
137.6.22.54,,4b689d4f1d2793785cff91bb15b945d84fb34c94947a1bf2a8a3a2dd78b2a2a2,brute_force,Botnet command-and-control beacon every 60 seconds,1
56.184.36.165,iaej4zn45g395j.ru,8de460a258d2b0d8d792bc13bdaf7d05,phishing,Data exfiltration via DNS tunnelling detected,1
,,,malware,,0
,,,data_exfiltration,,0
104.208.97.15,,056ec40f7fc785ad12e266ea2c143dcf,data_exfiltration,Data exfiltration via DNS tunnelling detected,1
253.231.34.172,ynv1qslbn2vidmj.tk,22fc8e82fae8e0ecffeda97411b902a6bcaa2ecd70d13fce6f2efc34df388649,other,Brute force SSH attempts from this IP,1
,,,phishing,,0
21.103.28.53,m15u1ezkeck82yobwu.buzz,9552c2a681d1e131b618b3adbf0405c7,data_exfiltration,Brute force SSH attempts from this IP,1
154.71.128.53,8jlmzhanii6f1.tk,,phishing,Credential harvesting page impersonating corporate SSO,1
,,,phishing,,0
111.141.196.69,,,ransomware,,0
209.199.232.49,,,data_exfiltration,,0
,,63ea5d268ef731fc69625b026cc96e85,brute_force,,0
,,,data_exfiltration,asdf,0
,,3fd7afc5fb042b6c20324e8b8fe9feda,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
4.2.209.18,,,other,asdf,0
,,,brute_force,,0
,okdm2znebithhb59b9pq.com,,malware,asdf,0
,pbz1vrsoie6kkjs.ru,,ransomware,Malicious macro in Office document,1
,,,command_and_control,n/a,0
174.25.6.22,,9ac69327a40b49cfd310710442a0ddd0e7f30877036ef43ec05b5397742dc4bc,phishing,Drive-by download serving banking trojan,1
226.35.16.140,,f1d80e3a5500b597f5a586ee5add6c9ed79a2e0bddbac44cea5c91e23417a691,command_and_control,Malicious macro in Office document,1
,,,command_and_control,just checking,0
173.101.208.236,,9c08d00fb1cb62d5870a0879ede25823,phishing,Ransomware dropper detected in email attachment,1
,,,malware,Ransomware dropper detected in email attachment,1
117.97.149.94,,,denial_of_service,ignore this,0
,,,other,just checking,0
56.21.121.220,q4x4dy6pf9whez.cn,465d28e679395b379db99216dfd007eb,malware,Domain hosting exploit kit distributing malware,1
,,1bc733b05c5ec63b936e5f6ba8cc5f7566ef95a5dbf51056cfb89094e547b14f,brute_force,,0
147.143.31.49,z1we9k6.top,cb2404fafd403b0668d940b8a3438363,data_exfiltration,Brute force SSH attempts from this IP,1
190.215.222.216,wvm1vg0fp8x69e.tk,88a5e40d2b09a8017e6cb88dc3393bc370be753b969368cd24f8a88c78be8ff0,brute_force,Suspicious outbound traffic to known C2 server,1
24.100.42.237,,,ransomware,Botnet command-and-control beacon every 60 seconds,1
,,,ransomware,,0
9.183.234.222,,,data_exfiltration,Suspicious outbound traffic to known C2 server,1
70.227.130.157,7g93rvy487k7ddaszvh.tk,fc3d3ac7a94d17ab019b70acf8d8b262,ransomware,Domain hosting exploit kit distributing malware,1
90.90.254.5,,,other,,0
,,33e33b35630502cfc113bb6a327c3bcff8ea545dd2316ae6d40f63050f242795,other,,0
,148nzrv9n.ru,fc520edc131af4437d6d9da19219f0a2,command_and_control,Brute force SSH attempts from this IP,1
,nr2lds1p.com,,ransomware,n/a,0
,,7c584baa955a3bdd80ed7761bc2edc90,command_and_control,unknown,0
,,,malware,,1
,,bb1ed755b8ae9631229d2e3b1ddf4e34,other,test,0
88.104.57.177,,,denial_of_service,Brute force SSH attempts from this IP,1
238.92.246.244,,,ransomware,Brute force SSH attempts from this IP,1
,,,command_and_control,ignore this,0
,,,other,,0
76.177.161.173,jhp0bslbntrwvak8bn.tk,ba54064e790d69f824399472fe17846f,ransomware,Ransomware dropper detected in email attachment,1
,p23kn.net,a079de915e86ed5b90db99bc8916a37b316249a8047a7ee99a7ba7e38ffd8a7c,command_and_control,n/a,0
216.51.233.146,5ezaf6hpx55vhehfk9.top,,other,Credential harvesting page impersonating corporate SSO,1
169.13.168.243,7msag.ru,,command_and_control,Drive-by download serving banking trojan,1
219.201.156.50,,,denial_of_service,,0
,mxyhk9iflv9cp6y.cn,4fe5a2a257e128217b6744d9d7c2ce12c5140e336581e2d1847c6efa8e8f7476,brute_force,Malicious macro in Office document,1
144.35.94.93,,,data_exfiltration,,0
,sj4z8y1gfds.ru,33eeeb82ad2695cfa5b28617ff5342b5f134f3938bcb8ae7cbec627918bd20f1,command_and_control,Domain hosting exploit kit distributing malware,1
,0kh9.com,,command_and_control,not sure,0
,,,data_exfiltration,ignore this,0
98.54.245.217,m7o1uj1.xyz,00e617c6f9c242571ebc9c17e88269c27dbb8cf54ca7616f591bae818b4f74d6,brute_force,Credential harvesting page impersonating corporate SSO,1
56.220.45.236,,,phishing,,0
,,,denial_of_service,just checking,0
197.142.218.181,1fv2gght91v6orj3w.ru,1ddf7be011915ef05d80e3aa1588d20d,brute_force,Ransomware dropper detected in email attachment,1
,gbc1v.xyz,,command_and_control,Ransomware dropper detected in email attachment,1
15.206.156.24,,6a13299006ffbf3ae38e21f871b2577a1f299e682257a5cad64b21018d331c7e,denial_of_service,Ransomware dropper detected in email attachment,1
178.24.67.178,,8adcc73929528c235a7bb90270baa1a83d0e2a21b11888d869cf712e922262d3,command_and_control,,1
46.13.140.81,nu83f.top,,brute_force,Phishing email targeting employees with fake login page,1
194.224.85.163,wn9gbzva2.edu,,phishing,,0
134.53.20.253,zw3l2ph44hmkw46.buzz,,other,Drive-by download serving banking trojan,1
113.178.78.15,kn62yhc0aiyxgt8y93x6.xyz,7c1a3d97010798564a87914307cf642f,ransomware,Domain hosting exploit kit distributing malware,1
,pia66cu33wwsgidzz.com,,data_exfiltration,,0
,,,malware,ignore this,0
,kuag7ez5.ru,3189270e2dde599e605455fc1720f292,phishing,Phishing email targeting employees with fake login page,1
38.106.77.139,a2h5bsgwo0fcld56sss5.top,efc8a8b9806ab574a276581ddc084fe2,brute_force,,1
,,,malware,asdf,0
,,,data_exfiltration,Domain hosting exploit kit distributing malware,1
3.150.245.20,,62f2f95934a244b3a6fe3779bbc20529b99d0da25dc90c35aa19b3bdc2f596b5,phishing,Suspicious outbound traffic to known C2 server,1
,,,ransomware,,0
,,,malware,Suspicious outbound traffic to known C2 server,1
93.96.124.164,,,malware,Credential harvesting page impersonating corporate SSO,1
57.165.78.146,,,malware,,0
103.70.47.235,tzhcwfu.xyz,29087c656a0d7e6785bd0234c926f99a,data_exfiltration,Data exfiltration via DNS tunnelling detected,1
181.113.164.133,,2156778c2e8dccc8129c4b3949e4d435,denial_of_service,Drive-by download serving banking trojan,1
,0p4uzir9cvwtggweyjw.top,,data_exfiltration,Ransomware dropper detected in email attachment,1
,,,malware,,0
,,,denial_of_service,hello world,0
29.244.43.198,,,ransomware,Domain hosting exploit kit distributing malware,1
199.21.0.248,,,phishing,n/a,0
54.230.189.190,,,phishing,Brute force SSH attempts from this IP,1
,,,other,,0
104.96.235.5,u7gvcpmkuh6n.cc,,command_and_control,Malicious macro in Office document,1
,e3n6dkbc40n.tk,,brute_force,Drive-by download serving banking trojan,1
89.1.36.202,e1yotvn.xyz,,command_and_control,,1
,,,data_exfiltration,,0
228.19.236.212,,,command_and_control,Domain hosting exploit kit distributing malware,1
17.164.230.141,l6cnxcwksjydiq.org,f35595d74ac1857116481c00e36ba59c,phishing,asdf,0
,dbvu1crgy09g6njh8c.cn,,brute_force,Data exfiltration via DNS tunnelling detected,1
193.126.164.183,y3321itb.buzz,8b3085c2663e2f89fe04e3254036335e34205800afb3dc45fe643ec71de652a0,malware,Data exfiltration via DNS tunnelling detected,1
,,ec8c10b19b95d1aa9ad5afb41832685573ce4fbaf187583baf3a4d1b51d2ed56,other,Drive-by download serving banking trojan,1
17.248.245.33,3o3aq0w0r0fjh7.tk,4090625e4a3175d656592d6d52c59504b5e970658bb88b2f8b3056b8a7f412d9,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
69.111.180.254,,,denial_of_service,Brute force SSH attempts from this IP,1
250.87.148.105,,6b05614289da387392efbdad7a970acce6aad05c48c76869d273c65187dc83cc,brute_force,Data exfiltration via DNS tunnelling detected,1
,,,command_and_control,Data exfiltration via DNS tunnelling detected,1
,fwz37r2doz67drom4hh.net,,malware,asdf,0
179.161.134.124,,,denial_of_service,,1
15.85.162.126,,1778c19372ed5e2160724376103c7ce93f3aa0aacce18a627815287e6196ed92,ransomware,,0
124.121.129.54,x9ui.cc,8948949c61f1653de1fcda3afbf53a02cc8a0aa791bee71decf636245290e631,brute_force,Malicious macro in Office document,1
208.48.77.101,uanbo.ru,005321ac538c268650a9a7e6bc60caa2,command_and_control,Suspicious outbound traffic to known C2 server,1
103.244.178.181,,e55c7476be6d1dcc5dc1cd5d9c7c0d738eb4f89912260dc36076394f9a79ca1e,phishing,Domain hosting exploit kit distributing malware,1
177.52.126.241,,,other,Botnet command-and-control beacon every 60 seconds,1
,ld59osnwg6dmec3uv.edu,,command_and_control,n/a,0
,,,data_exfiltration,,1
89.12.226.196,,,ransomware,Suspicious outbound traffic to known C2 server,1
219.226.187.126,,,command_and_control,Domain hosting exploit kit distributing malware,1
,,,phishing,,0
,,,data_exfiltration,Phishing email targeting employees with fake login page,1
80.162.10.97,ml9ejpvujouh.com,,denial_of_service,ignore this,0
215.90.52.242,,7b7c629573ea20e6118feec2dc0287ad,other,Credential harvesting page impersonating corporate SSO,1
,,,command_and_control,,0
,,97f538d7c858c61087eb03f4336f45b1,brute_force,hello world,0
,,,brute_force,123,0
,wqikuco.buzz,,ransomware,,1
252.227.48.10,kaeifjttqqy5cj8ibu.xyz,,other,Drive-by download serving banking trojan,1
146.24.103.215,j1lg67ixw60g.tk,,phishing,Ransomware dropper detected in email attachment,1
219.77.148.182,r707d7nflr.xyz,8d76e5d635e5edbc7506878f0fff5afa50ddcc0997bcbb2fb63da706b5f24fb8,ransomware,Credential harvesting page impersonating corporate SSO,1
,tcms5xudp43cy2hosz.buzz,100d7d1d60eb8817600139105f4a49c6,phishing,Data exfiltration via DNS tunnelling detected,1
,,833a6a8dc1ddabe684faffcf4b4661745b2bebf760d79e8f7e8bb3c1d2f78502,other,,0
224.27.71.210,hx8juffzvi68c9n.cn,11df41b5398139b5786d0d7f3a344edc1ad773e77f8c7d8d6c1691cce209a62e,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
184.58.23.17,,4da167cbab1bd1b415c4c854c3ecb7a9,command_and_control,Brute force SSH attempts from this IP,1
77.148.59.43,5hn7bj7mikm00.cn,ee76b295d4bfa9512d5330b24c8e6eae,brute_force,Malicious macro in Office document,1
107.68.53.113,6b4kw6dil3.tk,,other,Domain hosting exploit kit distributing malware,1
112.83.209.3,,d3a84e5f978810116db4168250abc92e,malware,,1
,apyvpqkvwvlwct.top,ba30cbf7ddcaeadfeebe59ba5f3f0c6f,command_and_control,Ransomware dropper detected in email attachment,1
46.230.15.129,7h4t0m.top,,command_and_control,Malicious macro in Office document,1
156.169.168.122,6les8ixr2.tk,,malware,Brute force SSH attempts from this IP,1
252.100.242.248,,,malware,,0
44.166.83.234,4wd2bgd55v7i6dtk6k1.tk,,other,Phishing email targeting employees with fake login page,1
127.225.29.176,,,data_exfiltration,unknown,0
22.110.103.167,,,other,,1
125.221.153.223,zf0nwspa1jvpqdoe5oik.top,077ad32c0037500150b7cc6ec81a8b89,denial_of_service,Drive-by download serving banking trojan,1
178.196.213.180,oyi32t04.tk,,ransomware,,1
,5qhp.gov,,other,,0
,,,phishing,,0
,,89cf6f8237914e69d2d06dadb4de718a,brute_force,Credential harvesting page impersonating corporate SSO,1
180.18.34.101,,,other,Credential harvesting page impersonating corporate SSO,1
,,,ransomware,,0
,,,phishing,Drive-by download serving banking trojan,1
,,,denial_of_service,not sure,0
153.162.150.70,,,other,Ransomware dropper detected in email attachment,1
41.135.6.127,,,phishing,Domain hosting exploit kit distributing malware,1
31.39.0.236,,,other,,1
107.73.208.106,,,brute_force,,0
230.113.64.46,,,brute_force,Phishing email targeting employees with fake login page,1
,,,command_and_control,,0
101.18.104.171,qg1p69mskr3b14z.top,d2263afce82bae557152966be9117252,brute_force,Data exfiltration via DNS tunnelling detected,1
183.90.178.87,,,data_exfiltration,Brute force SSH attempts from this IP,1
,,,phishing,,0
243.4.25.207,570q.cn,,malware,Data exfiltration via DNS tunnelling detected,1
252.165.8.116,1lz1lejv4cu5tid6blo6.tk,b0578f85b255dbcb929b3589308c26c1,command_and_control,Ransomware dropper detected in email attachment,1
,ir6sx.cc,6913d3a8e0f34dc215c7faf5cf1c4ef6fd5473d628c5eb0f8a38a68b095b8ba0,denial_of_service,Drive-by download serving banking trojan,1
,r18cyig06fhkh0.ru,7e5b776429b23adc085e251c69e3445f,phishing,,1
,,,brute_force,123,0
38.251.112.134,,,command_and_control,,1
103.202.10.36,rc01oiy646y087ok9.xyz,,data_exfiltration,Botnet command-and-control beacon every 60 seconds,1
,,29a7d3a1aeaa4af306fc1e1495d725faf828e546b5f86262821232a3d240332d,malware,Domain hosting exploit kit distributing malware,1
16.199.72.3,,,command_and_control,Phishing email targeting employees with fake login page,1
57.189.44.102,,,other,Credential harvesting page impersonating corporate SSO,1
136.8.70.252,,,ransomware,Malicious macro in Office document,1
,1fzf.top,,malware,Drive-by download serving banking trojan,1
11.42.40.130,,,ransomware,test,0
245.177.255.112,j1h6g530n1a14q1ebp.xyz,,malware,,1
,,,denial_of_service,Phishing email targeting employees with fake login page,1
,xqtilsejb7iuelcjr4.ru,,denial_of_service,Botnet command-and-control beacon every 60 seconds,1
142.220.10.229,,,malware,asdf,0
,,07951c66be61011d44a54a0f37286185,brute_force,test,0
,,,brute_force,asdf,0
81.165.244.141,l4yo.buzz,,command_and_control,Domain hosting exploit kit distributing malware,1
6.245.89.47,,,other,,0
,godlr9w316kytsp.cn,f254bcd04be9378eb1897f9f12d06d04,other,Botnet command-and-control beacon every 60 seconds,1
213.99.18.94,,1f191e6d7e2d21a91fca83fbb3db635e,denial_of_service,Suspicious outbound traffic to known C2 server,1
,,f44b6d560d814fa0326095a51f001303,brute_force,,0
,k8um4ivdb1dud0yehm.tk,,other,Ransomware dropper detected in email attachment,1
114.16.193.254,6w7yh0k1ks5fgp5.cc,0df04c646d3564c1e0e3103821db988532e411115111cfa8bd4755c91d4a0ad1,brute_force,Phishing email targeting employees with fake login page,1
237.69.51.83,,766b3577b60da5db9e2ef44e2e9284687e2dfc21105a55cc99f2694109e2dd56,command_and_control,Botnet command-and-control beacon every 60 seconds,1
,,,phishing,not sure,0
,wbctpl1q514.ru,,command_and_control,Domain hosting exploit kit distributing malware,1
144.105.107.37,1plmwcjspzhxvnyg.xyz,5aa8bcc331a302924a328e8110bb5b54b463f6b67fc77054488e6027d2f49a3a,data_exfiltration,Domain hosting exploit kit distributing malware,1
